oid,description
iso.3.6.1.2.1.4.35.1.5,"[<code>ipNetToPhysicalLastUpdated OBJECT-TYPE<br/>
SYNTAX TimeStamp<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The value of sysUpTime at the time this entry was last<br/>
updated. If this entry was updated prior to the last re-<br/>
initialization of the local network management subsystem,<br/>
then this object contains a zero value.""</code>]"
iso.3.6.1.2.1.4.35.1.6,"[<code>ipNetToPhysicalType OBJECT-TYPE<br/>
SYNTAX INTEGER {<br/>
other(1), -- none of the following<br/>
invalid(2), -- an invalidated mapping<br/>
dynamic(3),<br/>
static(4),<br/>
local(5) -- local interface<br/>
}<br/>
MAX-ACCESS read-create<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The type of mapping.<br/>
Setting this object to the value invalid(2) has the effect<br/>
of invalidating the corresponding entry in the<br/>
ipNetToPhysicalTable. That is, it effectively dis-<br/>
associates the interface identified with said entry from the<br/>
mapping identified with said entry. It is an<br/>
implementation-specific matter as to whether the agent<br/>
removes an invalidated entry from the table. Accordingly,<br/>
management stations must be prepared to receive tabular<br/>
information from agents that corresponds to entries not<br/>
currently in use. Proper interpretation of such entries<br/>
requires examination of the relevant ipNetToPhysicalType<br/>
object.<br/>
The 'dynamic(3)' type indicates that the IP address to<br/>
physical addresses mapping has been dynamically resolved<br/>
using e.g., IPv4 ARP or the IPv6 Neighbor Discovery<br/>
protocol.<br/>
The 'static(4)' type indicates that the mapping has been<br/>
statically configured. Both of these refer to entries that<br/>
provide mappings for other entities addresses.<br/>
The 'local(5)' type indicates that the mapping is provided<br/>
for an entity's own interface address.<br/>
As the entries in this table are typically not persistent<br/>
when this object is written the entity SHOULD NOT save the<br/>
change to non-volatile storage.""<br/>
DEFVAL { static }</code>]"
iso.3.6.1.2.1.4.35.1.7,"[<code>ipNetToPhysicalState OBJECT-TYPE<br/>
SYNTAX INTEGER {<br/>
reachable(1), -- confirmed reachability<br/>
stale(2), -- unconfirmed reachability<br/>
delay(3), -- waiting for reachability<br/>
-- confirmation before entering<br/>
-- the probe state<br/>
probe(4), -- actively probing<br/>
invalid(5), -- an invalidated mapping<br/>
unknown(6), -- state can not be determined<br/>
-- for some reason.<br/>
incomplete(7) -- address resolution is being<br/>
-- performed.<br/>
}<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The Neighbor Unreachability Detection state for the<br/>
interface when the address mapping in this entry is used.<br/>
If Neighbor Unreachability Detection is not in use (e.g. for<br/>
IPv4), this object is always unknown(6).""<br/>
REFERENCE ""RFC 2461""</code>]"
iso.3.6.1.2.1.4.35.1.8,"[<code>ipNetToPhysicalRowStatus OBJECT-TYPE<br/>
SYNTAX RowStatus<br/>
MAX-ACCESS read-create<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The status of this conceptual row.<br/>
The RowStatus TC requires that this DESCRIPTION clause<br/>
states under which circumstances other objects in this row<br/>
can be modified. The value of this object has no effect on<br/>
whether other objects in this conceptual row can be<br/>
modified.<br/>
A conceptual row can not be made active until the<br/>
ipNetToPhysicalPhysAddress object has been set.<br/>
Note that if the ipNetToPhysicalType is set to 'invalid',<br/>
the managed node may delete the entry independent of the<br/>
state of this object.""</code>]"
iso.3.6.1.2.1.4.38,"[<code>ipv6RouterAdvertSpinLock OBJECT-TYPE<br/>
SYNTAX TestAndIncr<br/>
MAX-ACCESS read-write<br/>
STATUS current<br/>
DESCRIPTION<br/>
""An advisory lock used to allow cooperating SNMP managers to<br/>
coordinate their use of the set operation in creating or<br/>
modifying rows within this table.<br/>
In order to use this lock to coordinate the use of set<br/>
operations, managers should first retrieve<br/>
ipv6RouterAdvertSpinLock. They should then determine the<br/>
appropriate row to create or modify. Finally, they should<br/>
issue the appropriate set command including the retrieved<br/>
value of ipv6RouterAdvertSpinLock. If another manager has<br/>
altered the table in the meantime, then the value of<br/>
ipv6RouterAdvertSpinLock will have changed and the creation<br/>
will fail as it will be specifying an incorrect value for<br/>
ipv6RouterAdvertSpinLock. It is suggested, but not<br/>
required, that the ipv6RouterAdvertSpinLock be the first var<br/>
bind for each set of objects representing a 'row' in a PDU.""</code>]"
iso.3.6.1.2.1.5.1,"[<code>icmpInMsgs OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The total number of ICMP messages which the entity received.<br/>
Note that this counter includes all those counted by<br/>
icmpInErrors.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
icmpStatsInMsgs.""</code>]"
iso.3.6.1.2.1.5.2,"[<code>icmpInErrors OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP messages which the entity received but<br/>
determined as having ICMP-specific errors (bad ICMP<br/>
checksums, bad length, etc.).<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by<br/>
icmpStatsInErrors.""</code>]"
iso.3.6.1.2.1.5.3,"[<code>icmpInDestUnreachs OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Destination Unreachable messages<br/>
received.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.5.4,"[<code>icmpInTimeExcds OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Time Exceeded messages received.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.5.5,"[<code>icmpInParmProbs OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Parameter Problem messages received.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.5.6,"[<code>icmpInSrcQuenchs OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Source Quench messages received.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.5.7,"[<code>icmpInRedirects OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Redirect messages received.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.5.8,"[<code>icmpInEchos OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Echo (request) messages received.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.5.9,"[<code>icmpInEchoReps OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Echo Reply messages received.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.5.20,"[<code>icmpOutRedirects OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Redirect messages sent. For a host, this<br/>
object will always be zero, since hosts do not send<br/>
redirects.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.5.21,"[<code>icmpOutEchos OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Echo (request) messages sent.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.5.22,"[<code>icmpOutEchoReps OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Echo Reply messages sent.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.5.23,"[<code>icmpOutTimestamps OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Timestamp (request) messages sent.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.5.24,"[<code>icmpOutTimestampReps OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Timestamp Reply messages sent.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.5.25,"[<code>icmpOutAddrMasks OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Address Mask Request messages sent.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.5.26,"[<code>icmpOutAddrMaskReps OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS deprecated<br/>
DESCRIPTION<br/>
""The number of ICMP Address Mask Reply messages sent.<br/>
This object has been deprecated, as a new IP version-neutral<br/>
table has been added. It is loosely replaced by a column in<br/>
the icmpMsgStatsTable.""</code>]"
iso.3.6.1.2.1.6.1,"[<code>tcpRtoAlgorithm OBJECT-TYPE<br/>
SYNTAX INTEGER {<br/>
other(1), -- none of the following<br/>
constant(2), -- a constant rto<br/>
rsre(3), -- MIL-STD-1778, Appendix B<br/>
vanj(4), -- Van Jacobson's algorithm<br/>
rfc2988(5) -- RFC 2988<br/>
}<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The algorithm used to determine the timeout value used for<br/>
retransmitting unacknowledged octets.""</code>]"
iso.3.6.1.2.1.6.2,"[<code>tcpRtoMin OBJECT-TYPE<br/>
SYNTAX Integer32 (0..2147483647)<br/>
UNITS ""milliseconds""<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The minimum value permitted by a TCP implementation for<br/>
the retransmission timeout, measured in milliseconds.<br/>
More refined semantics for objects of this type depend<br/>
on the algorithm used to determine the retransmission<br/>
timeout; in particular, the IETF standard algorithm<br/>
rfc2988(5) provides a minimum value.""</code>]"
iso.3.6.1.2.1.6.3,"[<code>tcpRtoMax OBJECT-TYPE<br/>
SYNTAX Integer32 (0..2147483647)<br/>
UNITS ""milliseconds""<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The maximum value permitted by a TCP implementation for<br/>
the retransmission timeout, measured in milliseconds.<br/>
More refined semantics for objects of this type depend<br/>
on the algorithm used to determine the retransmission<br/>
timeout; in particular, the IETF standard algorithm<br/>
rfc2988(5) provides an upper bound (as part of an<br/>
adaptive backoff algorithm).""</code>]"
iso.3.6.1.2.1.6.4,"[<code>tcpMaxConn OBJECT-TYPE<br/>
SYNTAX Integer32 (-1 | 0..2147483647)<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The limit on the total number of TCP connections the entity<br/>
can support. In entities where the maximum number of<br/>
connections is dynamic, this object should contain the<br/>
value -1.""</code>]"
iso.3.6.1.2.1.6.5,"[<code>tcpActiveOpens OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of times that TCP connections have made a direct<br/>
transition to the SYN-SENT state from the CLOSED state.<br/>
Discontinuities in the value of this counter are<br/>
indicated via discontinuities in the value of sysUpTime.""</code>]"
iso.3.6.1.2.1.6.6,"[<code>tcpPassiveOpens OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of times TCP connections have made a direct<br/>
transition to the SYN-RCVD state from the LISTEN state.<br/>
Discontinuities in the value of this counter are<br/>
indicated via discontinuities in the value of sysUpTime.""</code>]"
iso.3.6.1.2.1.6.7,"[<code>tcpAttemptFails OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of times that TCP connections have made a direct<br/>
transition to the CLOSED state from either the SYN-SENT<br/>
state or the SYN-RCVD state, plus the number of times that<br/>
TCP connections have made a direct transition to the<br/>
LISTEN state from the SYN-RCVD state.<br/>
Discontinuities in the value of this counter are<br/>
indicated via discontinuities in the value of sysUpTime.""</code>]"
iso.3.6.1.2.1.6.8,"[<code>tcpEstabResets OBJECT-TYPE<br/>
SYNTAX Counter32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of times that TCP connections have made a direct<br/>
transition to the CLOSED state from either the ESTABLISHED<br/>
state or the CLOSE-WAIT state.<br/>
Discontinuities in the value of this counter are<br/>
indicated via discontinuities in the value of sysUpTime.""</code>]"
iso.3.6.1.2.1.6.9,"[<code>tcpCurrEstab OBJECT-TYPE<br/>
SYNTAX Gauge32<br/>
MAX-ACCESS read-only<br/>
STATUS current<br/>
DESCRIPTION<br/>
""The number of TCP connections for which the current state<br/>
is either ESTABLISHED or CLOSE-WAIT.""</code>]"
